,case,rmse,chi,privacy,real,uniform,uniform2,nclasses,uniform_original
19256,1mtt_18_uniform,39.57271787481876,26.867994175798366,1,m,1,1,18,1
19257,1tffNone_18_uniform,24.6258041899143,10.915713923930124,1,t,0,0,18,1
19258,1fff_18_uniform,26.06055682575288,11.788240035215328,1,f,0,0,18,1
19259,1mff_18_uniform,24.202813666740344,10.490811416287698,1,m,0,0,18,1
19260,1ftt_18_exponential,543.3152859988388,26766.534975800627,1,f,1,1,18,0
19261,1ttt_18_exponential,277.1975829620453,7805.800738283576,1,t,1,1,18,0
19262,1mtt_18_exponential,498.45411022480295,19424.018860454344,1,m,1,1,18,0
19263,1tffNone_18_exponential,19.264084198317,8.18934879689739,1,t,0,0,18,0
19264,1fff_18_exponential,230.12406417538233,180.78047872632393,1,f,0,0,18,0
19265,1mff_18_exponential,136.5828865124925,93.56426674698271,1,m,0,0,18,0
19266,1ftt_18_exponential,524.6794259354945,25512.339699086242,1,f,1,1,18,0
19267,1ttt_18_exponential,264.97924447020375,7688.459726097346,1,t,1,1,18,0
19268,1mtt_18_exponential,477.4683235566523,19647.343723430124,1,m,1,1,18,0
19269,1tffNone_18_exponential,6.194791683341222,2.4356109331211977,1,t,0,0,18,0
19270,1fff_18_exponential,215.2249978703069,156.48430935190663,1,f,0,0,18,0
19271,1mff_18_exponential,114.18829678067245,82.41782208374161,1,m,0,0,18,0
19272,1ftt_18_exponential,551.3410922468958,27192.0379094682,1,f,1,1,18,0
19273,1ttt_18_exponential,264.9245175516981,4858.18211763165,1,t,1,1,18,0
19274,1mtt_18_exponential,489.0153371827923,21815.529998351012,1,m,1,1,18,0
19275,1tffNone_18_exponential,8.904335573192046,3.344415516248401,1,t,0,0,18,0
19276,1fff_18_exponential,189.98568603509594,134.61337364223792,1,f,0,0,18,0
19277,1mff_18_exponential,111.19317817442138,80.14552350246873,1,m,0,0,18,0
19278,1ftt_18_exponential,533.0426812179303,22792.15123021777,1,f,1,1,18,0
19279,1ttt_18_exponential,249.34012914089863,3175.400081165212,1,t,1,1,18,0
19280,1mtt_18_exponential,495.2262109379914,25027.81081895692,1,m,1,1,18,0
19281,1tffNone_18_exponential,10.751870627939613,3.6274281211153205,1,t,0,0,18,0
19282,1fff_18_exponential,210.3464369081904,153.48231986198908,1,f,0,0,18,0
19283,1mff_18_exponential,123.90074592064346,97.98522517269056,1,m,0,0,18,0
19284,1ftt_18_exponential,545.6060850100556,11213.121195741385,1,f,1,1,18,0
19285,1ttt_18_exponential,273.4684625327023,9296.521033934314,1,t,1,1,18,0
19286,1mtt_18_exponential,474.7967986412714,17552.116247615286,1,m,1,1,18,0
19287,1tffNone_18_exponential,12.935619196618536,4.835283066567155,1,t,0,0,18,0
19288,1fff_18_exponential,172.04342594952365,120.9539736088687,1,f,0,0,18,0
19289,1mff_18_exponential,119.89701177296908,85.64725392775696,1,m,0,0,18,0
19290,1ftt_18_exponential,540.6348120496866,22411.854185990058,1,f,1,1,18,0
19291,1ttt_18_exponential,267.62100067072464,3219.062863396869,1,t,1,1,18,0
19292,1mtt_18_exponential,487.0980394130118,25787.7652142975,1,m,1,1,18,0
19293,1tffNone_18_exponential,20.814203227605756,4.371340848006989,1,t,0,0,18,0
19294,1fff_18_exponential,174.67294370487144,120.57312218015764,1,f,0,0,18,0
19295,1mff_18_exponential,131.23003031063402,94.42869864311606,1,m,0,0,18,0
19296,1ftt_18_exponential,549.5716513795085,27353.18356741029,1,f,1,1,18,0
19297,1ttt_18_exponential,268.541430695526,7845.455300996429,1,t,1,1,18,0
19298,1mtt_18_exponential,464.1239058699735,23958.450914337896,1,m,1,1,18,0
19299,1tffNone_18_exponential,13.737794582831457,3.658515684231675,1,t,0,0,18,0
19300,1fff_18_exponential,187.40796836502076,128.04949289925332,1,f,0,0,18,0
19301,1mff_18_exponential,132.35308577100574,94.69731999612347,1,m,0,0,18,0
19302,1ftt_18_exponential,518.0173742260002,30527.19051403727,1,f,1,1,18,0
19303,1ttt_18_exponential,270.00833320473646,6705.428530566525,1,t,1,1,18,0
19304,1mtt_18_exponential,496.49773413380245,30719.150122487175,1,m,1,1,18,0
19305,1tffNone_18_exponential,11.687861908835458,1.734426591325049,1,t,0,0,18,0
19306,1fff_18_exponential,210.8023100164977,154.94212014614735,1,f,0,0,18,0
19307,1mff_18_exponential,126.78321072250326,91.03280552078763,1,m,0,0,18,0
19308,1ftt_18_exponential,520.8968227969912,12860.907745486942,1,f,1,1,18,0
19309,1ttt_18_exponential,272.8571054599825,5248.363286179589,1,t,1,1,18,0
19310,1mtt_18_exponential,483.02794950188957,27412.595062841014,1,m,1,1,18,0
19311,1tffNone_18_exponential,16.581757446065552,3.2541895014356688,1,t,0,0,18,0
19312,1fff_18_exponential,209.62287800022364,164.41090003581948,1,f,0,0,18,0
19313,1mff_18_exponential,138.19035330101832,101.09127548834944,1,m,0,0,18,0
19314,1ftt_18_exponential,565.8369906607379,25003.877878234944,1,f,1,1,18,0
19315,1ttt_18_exponential,283.6652957272003,7650.370753472188,1,t,1,1,18,0
19316,1mtt_18_exponential,499.36509689805115,18895.758505739384,1,m,1,1,18,0
19317,1tffNone_18_exponential,17.123106610658535,7.112930424802871,1,t,0,0,18,0
19318,1fff_18_exponential,180.8810686583646,126.14092216353642,1,f,0,0,18,0
19319,1mff_18_exponential,113.51844413572799,70.25457424231655,1,m,0,0,18,0
19320,2ftt_18_uniform,36.84426685388108,23.513747225193033,2,f,1,1,18,1
19321,2ttt_18_uniform,23.772357897356333,10.830560039358856,2,t,1,1,18,1
19322,2mtt_18_uniform,28.211256618591097,15.828921853438096,2,m,1,1,18,1
19323,2tffNone_18_uniform,18.590176077492423,6.015024839282212,2,t,0,0,18,1
19324,2fff_18_uniform,20.754493057648855,7.444460582198718,2,f,0,0,18,1
19325,2mff_18_uniform,19.3045115324393,6.772899042379712,2,m,0,0,18,1
19326,2ftt_18_uniform,39.82775414205526,27.73705258653731,2,f,1,1,18,1
19327,2ttt_18_uniform,23.521266972678152,10.10221692803701,2,t,1,1,18,1
19328,2mtt_18_uniform,24.284768889161782,11.57670661129474,2,m,1,1,18,1
19329,2tffNone_18_uniform,23.4843293327083,9.69611602882774,2,t,0,0,18,1
19330,2fff_18_uniform,20.007094092146318,7.541844332934842,2,f,0,0,18,1
19331,2mff_18_uniform,22.12522278164379,9.350005481459283,2,m,0,0,18,1
19332,2ftt_18_uniform,23.811761799581316,9.77570004199511,2,f,1,1,18,1
19333,2ttt_18_uniform,27.069355367278327,14.611517281805787,2,t,1,1,18,1
19334,2mtt_18_uniform,34.72751070837067,23.287712581144746,2,m,1,1,18,1
19335,2tffNone_18_uniform,19.79447517405169,7.424948755361812,2,t,0,0,18,1
19336,2fff_18_uniform,19.654164570410924,6.339329666996604,2,f,0,0,18,1
19337,2mff_18_uniform,32.42710788239636,17.00239133393692,2,m,0,0,18,1
19338,2ftt_18_uniform,37.91932225132722,27.913909280222807,2,f,1,1,18,1
19339,2ttt_18_uniform,29.956218052351,15.878095479470634,2,t,1,1,18,1
19340,2mtt_18_uniform,33.08511750016917,21.289242326769365,2,m,1,1,18,1
19341,2tffNone_18_uniform,25.25553688960499,11.095433394037443,2,t,0,0,18,1
19342,2fff_18_uniform,25.783124574456426,12.600346610640681,2,f,0,0,18,1
19343,2mff_18_uniform,27.50455672810793,12.703845975431651,2,m,0,0,18,1
19344,2ftt_18_uniform,31.770662567847086,18.29217342126571,2,f,1,1,18,1
19345,2ttt_18_uniform,24.02342606707045,10.653499766888473,2,t,1,1,18,1
19346,2mtt_18_uniform,45.94970076072313,40.84710454787209,2,m,1,1,18,1
19347,2tffNone_18_uniform,27.157283351251312,13.3766295601723,2,t,0,0,18,1
19348,2fff_18_uniform,22.34275382211308,9.313996170960795,2,f,0,0,18,1
19349,2mff_18_uniform,23.400435287749122,10.73470608757206,2,m,0,0,18,1
19350,2ftt_18_uniform,34.565155865408734,27.21113507535768,2,f,1,1,18,1
19351,2ttt_18_uniform,23.83012798958495,10.458436565375811,2,t,1,1,18,1
19352,2mtt_18_uniform,44.78978678225651,39.1112273157305,2,m,1,1,18,1
19353,2tffNone_18_uniform,28.04844953607849,15.616448653973752,2,t,0,0,18,1
19354,2fff_18_uniform,22.34051172071132,10.041763529893819,2,f,0,0,18,1
19355,2mff_18_uniform,17.815068876880577,5.816022463124154,2,m,0,0,18,1
19356,2ftt_18_uniform,28.56790156801861,14.89764349892744,2,f,1,1,18,1
19357,2ttt_18_uniform,18.570810429273138,6.138308164503167,2,t,1,1,18,1
19358,2mtt_18_uniform,27.308423608842748,12.91005995543543,2,m,1,1,18,1
19359,2tffNone_18_uniform,24.366693859992797,11.150509556694436,2,t,0,0,18,1
19360,2fff_18_uniform,22.247447166920367,8.968865643218379,2,f,0,0,18,1
19361,2mff_18_uniform,21.35925030785147,7.490309740839331,2,m,0,0,18,1
19362,2ftt_18_uniform,21.788758569500924,8.137708570649448,2,f,1,1,18,1
19363,2ttt_18_uniform,17.53567791675018,5.823314657298672,2,t,1,1,18,1
19364,2mtt_18_uniform,25.64663720646432,11.047475289114443,2,m,1,1,18,1
19365,2tffNone_18_uniform,25.573614080377578,11.88497912805626,2,t,0,0,18,1
19366,2fff_18_uniform,18.93549278827648,7.04358318178826,2,f,0,0,18,1
19367,2mff_18_uniform,24.887339148948435,11.280967677886766,2,m,0,0,18,1
19368,2ftt_18_uniform,36.6333181680284,23.36693443577812,2,f,1,1,18,1
19369,2ttt_18_uniform,23.513294112054993,10.46667212939873,2,t,1,1,18,1
19370,2mtt_18_uniform,29.231831964486933,15.328369182697834,2,m,1,1,18,1
19371,2tffNone_18_uniform,24.640399030480708,11.282798960812393,2,t,0,0,18,1
19372,2fff_18_uniform,22.00072256234135,8.203933628645178,2,f,0,0,18,1
19373,2mff_18_uniform,20.904512446808788,8.352666424835165,2,m,0,0,18,1
19374,2ftt_18_uniform,34.75809258287917,20.527276429471733,2,f,1,1,18,1
19375,2ttt_18_uniform,18.0208212909401,6.255747725365852,2,t,1,1,18,1
19376,2mtt_18_uniform,18.49324200890693,6.5487351650665,2,m,1,1,18,1
19377,2tffNone_18_uniform,23.23970371640683,9.194755690412409,2,t,0,0,18,1
19378,2fff_18_uniform,24.205118575968903,11.016039723974146,2,f,0,0,18,1
19379,2mff_18_uniform,29.705501386005036,15.967273367473377,2,m,0,0,18,1
19380,2ftt_18_exponential,531.1259266878242,26368.72082202856,2,f,1,1,18,0
19381,2ttt_18_exponential,399.47559374760306,17233.228111269284,2,t,1,1,18,0
19382,2mtt_18_exponential,492.2249231804501,31363.73868585756,2,m,1,1,18,0
19383,2tffNone_18_exponential,57.18141386455613,44.55971955722794,2,t,0,0,18,0
19384,2fff_18_exponential,181.6304124721899,115.89780352128169,2,f,0,0,18,0
19385,2mff_18_exponential,70.4769627328707,46.694746298359355,2,m,0,0,18,0
19386,2ftt_18_exponential,537.1641974294266,33538.53444371754,2,f,1,1,18,0
19387,2ttt_18_exponential,401.06935185825404,21519.442699509065,2,t,1,1,18,0
19388,2mtt_18_exponential,497.1086400375676,20135.234221833987,2,m,1,1,18,0
19389,2tffNone_18_exponential,47.04030803190224,38.65768527223031,2,t,0,0,18,0
19390,2fff_18_exponential,171.64470652888076,112.4516142491231,2,f,0,0,18,0
19391,2mff_18_exponential,79.23730901859861,59.225755445646826,2,m,0,0,18,0
19392,2ftt_18_exponential,529.7379068935883,33261.4773136062,2,f,1,1,18,0
19393,2ttt_18_exponential,415.4286942424656,14235.832175158717,2,t,1,1,18,0
19394,2mtt_18_exponential,494.17987615846926,31187.154157272264,2,m,1,1,18,0
19395,2tffNone_18_exponential,54.39869253402294,47.22014386933776,2,t,0,0,18,0
19396,2fff_18_exponential,204.11889572954934,147.28437009907006,2,f,0,0,18,0
19397,2mff_18_exponential,80.70618069281292,62.54851378965016,2,m,0,0,18,0
19398,2ftt_18_exponential,508.49127327811635,27040.332585336844,2,f,1,1,18,0
19399,2ttt_18_exponential,415.2484196237236,21221.56124259741,2,t,1,1,18,0
19400,2mtt_18_exponential,510.8292278247203,22036.071158963376,2,m,1,1,18,0
19401,2tffNone_18_exponential,54.16102891294053,43.949822583764146,2,t,0,0,18,0
19402,2fff_18_exponential,221.8520645838844,170.28234667751883,2,f,0,0,18,0
19403,2mff_18_exponential,62.464769370149476,41.55987040766007,2,m,0,0,18,0
19404,2ftt_18_exponential,564.5986406288985,43089.23275704236,2,f,1,1,18,0
19405,2ttt_18_exponential,404.55098566188167,15588.01762474571,2,t,1,1,18,0
19406,2mtt_18_exponential,511.6241296107915,24333.744527285075,2,m,1,1,18,0
19407,2tffNone_18_exponential,59.21080058832162,43.73562534697907,2,t,0,0,18,0
19408,2fff_18_exponential,225.42545901254329,175.09362745786584,2,f,0,0,18,0
19409,2mff_18_exponential,67.26132154772127,46.48616799943943,2,m,0,0,18,0
19410,2ftt_18_exponential,521.2437049979596,26098.62555150055,2,f,1,1,18,0
19411,2ttt_18_exponential,391.80655303350915,4374.630057784336,2,t,1,1,18,0
19412,2mtt_18_exponential,488.315855773699,23704.734263232225,2,m,1,1,18,0
19413,2tffNone_18_exponential,58.70678074468896,47.84965386653949,2,t,0,0,18,0
19414,2fff_18_exponential,201.08671325400996,142.4242861074721,2,f,0,0,18,0
19415,2mff_18_exponential,75.50145936008963,53.97310835752208,2,m,0,0,18,0
19416,2ftt_18_exponential,542.8509233666274,23515.54262964607,2,f,1,1,18,0
19417,2ttt_18_exponential,419.6050226105498,13918.799668024774,2,t,1,1,18,0
19418,2mtt_18_exponential,497.33602825453937,23890.561070221047,2,m,1,1,18,0
19419,2tffNone_18_exponential,47.35170653753254,36.56459980437756,2,t,0,0,18,0
19420,2fff_18_exponential,237.79967624357639,186.97142175959704,2,f,0,0,18,0
19421,2mff_18_exponential,66.40310266762629,48.92007288926146,2,m,0,0,18,0
19422,2ftt_18_exponential,522.8962612220515,22347.68283986032,2,f,1,1,18,0
19423,2ttt_18_exponential,385.0219149606942,3002.5086515472753,2,t,1,1,18,0
19424,2mtt_18_exponential,513.7101566058433,23921.434361264415,2,m,1,1,18,0
19425,2tffNone_18_exponential,52.42090968298368,41.569944143952206,2,t,0,0,18,0
19426,2fff_18_exponential,229.1351574462997,174.00622922181682,2,f,0,0,18,0
19427,2mff_18_exponential,67.52904509984313,44.74172276454412,2,m,0,0,18,0
19428,2ftt_18_exponential,548.1412910919958,26506.36671586463,2,f,1,1,18,0
19429,2ttt_18_exponential,401.891620962667,7294.081450257387,2,t,1,1,18,0
19430,2mtt_18_exponential,491.5384013482568,11619.265612754702,2,m,1,1,18,0
19431,2tffNone_18_exponential,49.86621616001458,40.28333995883928,2,t,0,0,18,0
19432,2fff_18_exponential,218.81711541434206,167.34525462159849,2,f,0,0,18,0
19433,2mff_18_exponential,74.71837695779048,56.40038525092293,2,m,0,0,18,0
19434,2ftt_18_exponential,523.8297671954125,34860.052712266974,2,f,1,1,18,0
19435,2ttt_18_exponential,406.7600644114415,12339.421674318466,2,t,1,1,18,0
19436,2mtt_18_exponential,463.5688999490798,4688.550292944034,2,m,1,1,18,0
19437,2tffNone_18_exponential,48.93801920491805,38.39632221902339,2,t,0,0,18,0
19438,2fff_18_exponential,237.5652485426116,191.86984475527973,2,f,0,0,18,0
19439,2mff_18_exponential,71.19704961389016,50.10653756005852,2,m,0,0,18,0
19440,3ftt_18_uniform,27.9016128566074,15.230687779462727,3,f,1,1,18,1
19441,3ttt_18_uniform,20.379728490177012,7.136655777033038,3,t,1,1,18,1
19442,3mtt_18_uniform,29.13283752438508,15.163986586619867,3,m,1,1,18,1
19443,3tffNone_18_uniform,24.63740463528183,11.329973746663159,3,t,0,0,18,1
19444,3fff_18_uniform,25.466351222681872,11.484449596670345,3,f,0,0,18,1
19445,3mff_18_uniform,20.138486214853632,7.336190835607619,3,m,0,0,18,1
19446,3ftt_18_uniform,31.711371952520594,19.18236427777735,3,f,1,1,18,1
19447,3ttt_18_uniform,20.11218536111879,6.7719880914578825,3,t,1,1,18,1
19448,3mtt_18_uniform,39.637944783586555,28.525814991193815,3,m,1,1,18,1
19449,3tffNone_18_uniform,17.51179521987767,5.295388931134287,3,t,0,0,18,1
19450,3fff_18_uniform,20.0773936204023,6.978725083988831,3,f,0,0,18,1
19451,3mff_18_uniform,24.33697782721065,10.196391984589326,3,m,0,0,18,1
19452,3ftt_18_uniform,43.305760458498824,33.964679670904175,3,f,1,1,18,1
19453,3ttt_18_uniform,34.87676717944035,25.12249309278084,3,t,1,1,18,1
19454,3mtt_18_uniform,23.284472651676356,10.093339677722392,3,m,1,1,18,1
19455,3tffNone_18_uniform,30.731554533855373,15.840119666074093,3,t,0,0,18,1
19456,3fff_18_uniform,26.073856037869913,12.644445153008109,3,f,0,0,18,1
19457,3mff_18_uniform,28.336260477290086,14.4782455666534,3,m,0,0,18,1
19458,3ftt_18_uniform,30.1311946143674,16.83598857766223,3,f,1,1,18,1
19459,3ttt_18_uniform,20.904544960366803,7.805379213432486,3,t,1,1,18,1
19460,3mtt_18_uniform,26.11406602665393,12.752105644197137,3,m,1,1,18,1
19461,3tffNone_18_uniform,22.944205653029723,9.599764625925362,3,t,0,0,18,1
19462,3fff_18_uniform,22.257821663765494,9.232409208655953,3,f,0,0,18,1
19463,3mff_18_uniform,19.897586377618527,7.602084133146253,3,m,0,0,18,1
19464,3ftt_18_uniform,24.08664913736787,10.208623083907396,3,f,1,1,18,1
19465,3ttt_18_uniform,30.14317685830597,16.78399589519318,3,t,1,1,18,1
19466,3mtt_18_uniform,30.20945400220113,16.553142085713684,3,m,1,1,18,1
19467,3tffNone_18_uniform,23.705568123059177,10.295750128315248,3,t,0,0,18,1
19468,3fff_18_uniform,22.406126084923812,8.840245904558776,3,f,0,0,18,1
19469,3mff_18_uniform,28.412893978296292,13.508708793441256,3,m,0,0,18,1
19470,3ftt_18_uniform,28.599728048434987,14.837641167486726,3,f,1,1,18,1
19471,3ttt_18_uniform,39.153543900903735,30.641719921684064,3,t,1,1,18,1
19472,3mtt_18_uniform,26.29533122903077,13.073634647230936,3,m,1,1,18,1
19473,3tffNone_18_uniform,22.44589789855076,9.381489996356468,3,t,0,0,18,1
19474,3fff_18_uniform,21.24912038793549,8.728527864895254,3,f,0,0,18,1
19475,3mff_18_uniform,22.26610240554989,8.235096824835827,3,m,0,0,18,1
19476,3ftt_18_uniform,24.875244275740787,11.666904385391398,3,f,1,1,18,1
19477,3ttt_18_uniform,28.91846776331314,18.517276262329265,3,t,1,1,18,1
19478,3mtt_18_uniform,31.878240576013926,17.396937731734926,3,m,1,1,18,1
19479,3tffNone_18_uniform,17.96583177054806,5.995008470538223,3,t,0,0,18,1
19480,3fff_18_uniform,20.990495190049096,7.856613599401832,3,f,0,0,18,1
19481,3mff_18_uniform,22.305926382727147,9.289745767080662,3,m,0,0,18,1
19482,3ftt_18_uniform,35.99922838679244,23.04302730993026,3,f,1,1,18,1
19483,3ttt_18_uniform,25.824191930995468,13.172741763923955,3,t,1,1,18,1
19484,3mtt_18_uniform,30.303098484771752,16.504338080531994,3,m,1,1,18,1
19485,3tffNone_18_uniform,26.109725558526314,12.668070254608782,3,t,0,0,18,1
19486,3fff_18_uniform,22.966133785232206,9.23182401878842,3,f,0,0,18,1
19487,3mff_18_uniform,23.00854558848803,9.057323534649242,3,m,0,0,18,1
19488,3ftt_18_uniform,23.45444757633633,9.782155279549794,3,f,1,1,18,1
19489,3ttt_18_uniform,26.13958258614279,13.152903566767254,3,t,1,1,18,1
19490,3mtt_18_uniform,37.63051362332898,26.481544332997675,3,m,1,1,18,1
19491,3tffNone_18_uniform,16.483250239222475,5.040750269110068,3,t,0,0,18,1
19492,3fff_18_uniform,18.155528750050426,5.682136479497945,3,f,0,0,18,1
19493,3mff_18_uniform,29.489084405952553,14.078629474747872,3,m,0,0,18,1
19494,3ftt_18_uniform,26.938200880286473,14.509843516879124,3,f,1,1,18,1
19495,3ttt_18_uniform,23.371397523944122,9.546463300384527,3,t,1,1,18,1
19496,3mtt_18_uniform,30.37817198801353,17.070212752972253,3,m,1,1,18,1
19497,3tffNone_18_uniform,24.681531671810557,10.758164849974522,3,t,0,0,18,1
19498,3fff_18_uniform,20.572412601444668,7.5322998043259215,3,f,0,0,18,1
19499,3mff_18_uniform,26.886422185549026,12.989018032183136,3,m,0,0,18,1
19500,3ftt_18_exponential,547.0404210131303,30850.571460732004,3,f,1,1,18,0
19501,3ttt_18_exponential,438.6489358118724,14799.969399967002,3,t,1,1,18,0
19502,3mtt_18_exponential,501.364859381092,31995.59507411852,3,m,1,1,18,0
19503,3tffNone_18_exponential,18.886548781621336,14.705694560172665,3,t,0,0,18,0
19504,3fff_18_exponential,236.208123922883,184.86917166927594,3,f,0,0,18,0
19505,3mff_18_exponential,18.80160902572131,13.413732318921827,3,m,0,0,18,0
19506,3ftt_18_exponential,543.3321063380837,26933.882884186452,3,f,1,1,18,0
19507,3ttt_18_exponential,463.0153585165625,17226.74871531709,3,t,1,1,18,0
19508,3mtt_18_exponential,476.6293108905493,16057.54190799037,3,m,1,1,18,0
19509,3tffNone_18_exponential,17.02200789431753,12.077629410465576,3,t,0,0,18,0
19510,3fff_18_exponential,213.4500472413903,154.47387103038955,3,f,0,0,18,0
19511,3mff_18_exponential,21.562116622996932,13.486946265025463,3,m,0,0,18,0
19512,3ftt_18_exponential,549.6779865420211,26943.18141493497,3,f,1,1,18,0
19513,3ttt_18_exponential,433.71303877102855,10070.345479741613,3,t,1,1,18,0
19514,3mtt_18_exponential,497.50393633283613,30116.99052048686,3,m,1,1,18,0
19515,3tffNone_18_exponential,15.329409022885313,11.491978602503261,3,t,0,0,18,0
19516,3fff_18_exponential,222.98746725939085,167.54547766911716,3,f,0,0,18,0
19517,3mff_18_exponential,19.633755054436097,11.927678095270352,3,m,0,0,18,0
19518,3ftt_18_exponential,524.1513246297412,29513.597270315055,3,f,1,1,18,0
19519,3ttt_18_exponential,453.95820904082626,16621.04962707927,3,t,1,1,18,0
19520,3mtt_18_exponential,475.60528685969086,20135.171015397456,3,m,1,1,18,0
19521,3tffNone_18_exponential,19.81578544202876,13.565241123387535,3,t,0,0,18,0
19522,3fff_18_exponential,225.57746718255285,166.73351077085064,3,f,0,0,18,0
19523,3mff_18_exponential,26.852950383964256,16.59980032036365,3,m,0,0,18,0
19524,3ftt_18_exponential,554.6618088729596,17066.075871536606,3,f,1,1,18,0
19525,3ttt_18_exponential,440.1321771165254,18070.732413837643,3,t,1,1,18,0
19526,3mtt_18_exponential,501.3403146677028,20191.61702244612,3,m,1,1,18,0
19527,3tffNone_18_exponential,13.158611539992146,8.581173771126082,3,t,0,0,18,0
19528,3fff_18_exponential,209.05067592601543,147.83292293525594,3,f,0,0,18,0
19529,3mff_18_exponential,20.05479565984822,13.421461772520134,3,m,0,0,18,0
19530,3ftt_18_exponential,538.9314015304328,29358.91981970411,3,f,1,1,18,0
19531,3ttt_18_exponential,447.40281377945865,15673.985783476344,3,t,1,1,18,0
19532,3mtt_18_exponential,443.92523144231274,17344.62428274892,3,m,1,1,18,0
19533,3tffNone_18_exponential,17.99484282784216,10.895549743341281,3,t,0,0,18,0
19534,3fff_18_exponential,210.7974884953692,152.5860612363348,3,f,0,0,18,0
19535,3mff_18_exponential,20.629528786853548,13.653672189213845,3,m,0,0,18,0
19536,3ftt_18_exponential,534.46187890251,22060.895621068776,3,f,1,1,18,0
19537,3ttt_18_exponential,432.0127955923928,22543.49129129112,3,t,1,1,18,0
19538,3mtt_18_exponential,503.1115957496684,27315.412070940765,3,m,1,1,18,0
19539,3tffNone_18_exponential,14.962337431553635,11.207274850637209,3,t,0,0,18,0
19540,3fff_18_exponential,209.6054448167955,151.09461575480378,3,f,0,0,18,0
19541,3mff_18_exponential,18.146371439642962,13.469770450829225,3,m,0,0,18,0
19542,3ftt_18_exponential,539.0248396667627,28171.100589110065,3,f,1,1,18,0
19543,3ttt_18_exponential,452.1019427813443,16207.152492131794,3,t,1,1,18,0
19544,3mtt_18_exponential,469.7223174978549,10910.334536148499,3,m,1,1,18,0
19545,3tffNone_18_exponential,16.23105862945155,9.996851878456912,3,t,0,0,18,0
19546,3fff_18_exponential,245.88606877227238,200.3448326200887,3,f,0,0,18,0
19547,3mff_18_exponential,10.90183845124441,5.830313093469231,3,m,0,0,18,0
19548,3ftt_18_exponential,543.4031652465794,32153.86445992018,3,f,1,1,18,0
19549,3ttt_18_exponential,459.7965129634331,21779.277220379714,3,t,1,1,18,0
19550,3mtt_18_exponential,479.5375665970059,22351.922742930823,3,m,1,1,18,0
19551,3tffNone_18_exponential,18.410960604809944,15.004485462817284,3,t,0,0,18,0
19552,3fff_18_exponential,215.549017939899,156.81030191654708,3,f,0,0,18,0
19553,3mff_18_exponential,25.008540218373682,17.85037636908429,3,m,0,0,18,0
19554,3ftt_18_exponential,522.1157811145824,14487.425009399505,3,f,1,1,18,0
19555,3ttt_18_exponential,448.59013710859745,14933.434703560699,3,t,1,1,18,0
19556,3mtt_18_exponential,489.7768766376061,23593.69012012161,3,m,1,1,18,0
19557,3tffNone_18_exponential,14.919226560924388,9.33622223861083,3,t,0,0,18,0
19558,3fff_18_exponential,244.6443665831847,195.64861684889013,3,f,0,0,18,0
19559,3mff_18_exponential,21.586711424587715,14.257523976455644,3,m,0,0,18,0
19560,4ftt_18_uniform,30.799249179160196,16.130010541920687,4,f,1,1,18,1
19561,4ttt_18_uniform,34.869399191841545,20.943071944782847,4,t,1,1,18,1
19562,4mtt_18_uniform,26.377665742062923,13.87435647316818,4,m,1,1,18,1
19563,4tffNone_18_uniform,23.562365520717044,10.08041864265335,4,t,0,0,18,1
19564,4fff_18_uniform,19.263630591375183,6.778552054986642,4,f,0,0,18,1
19565,4mff_18_uniform,13.163380077450261,3.2240892246403545,4,m,0,0,18,1
19566,4ftt_18_uniform,26.573012625594412,12.460984997332533,4,f,1,1,18,1
19567,4ttt_18_uniform,23.613423089420984,10.828885366165345,4,t,1,1,18,1
19568,4mtt_18_uniform,26.81825404458687,13.792712230026156,4,m,1,1,18,1
19569,4tffNone_18_uniform,21.89787480076322,8.668404220301921,4,t,0,0,18,1
19570,4fff_18_uniform,26.59177863816156,12.856074806846925,4,f,0,0,18,1
19571,4mff_18_uniform,16.223436059967106,4.622849381828956,4,m,0,0,18,1
19572,4ftt_18_uniform,27.604913511909434,13.424429901538039,4,f,1,1,18,1
19573,4ttt_18_uniform,27.079743351811885,13.546879043402846,4,t,1,1,18,1
19574,4mtt_18_uniform,25.92296279363144,13.015576053841462,4,m,1,1,18,1
19575,4tffNone_18_uniform,34.01949500157164,18.50656906908006,4,t,0,0,18,1
19576,4fff_18_uniform,19.64496766213351,6.989050225479043,4,f,0,0,18,1
19577,4mff_18_uniform,18.320504881866757,5.8795225648527785,4,m,0,0,18,1
19578,4ftt_18_uniform,32.87286114715298,21.45805048260503,4,f,1,1,18,1
19579,4ttt_18_uniform,44.53825602782399,44.83775477049004,4,t,1,1,18,1
19580,4mtt_18_uniform,34.85236720798173,23.73511911472822,4,m,1,1,18,1
19581,4tffNone_18_uniform,19.610623366374625,6.6178748321884715,4,t,0,0,18,1
19582,4fff_18_uniform,25.303817848539765,11.61949311645214,4,f,0,0,18,1
19583,4mff_18_uniform,23.84102359373573,10.019879410935548,4,m,0,0,18,1
19584,4ftt_18_uniform,30.163616328285308,17.87039425407066,4,f,1,1,18,1
19585,4ttt_18_uniform,27.204664122168463,13.456424335541477,4,t,1,1,18,1
19586,4mtt_18_uniform,31.453338455559848,18.905623057879694,4,m,1,1,18,1
19587,4tffNone_18_uniform,20.80028724587341,7.497737627421563,4,t,0,0,18,1
19588,4fff_18_uniform,16.39640380894498,4.705941279268532,4,f,0,0,18,1
